action,condition,error_type,kappa,lambda_reward,mae,max,max_abs,mean_abs_common_shift,mean_centered_bias_l2,mean_max_abs_action_residual,median,min,mixture,model_seed,n,n_anchors,p90_abs,record_type,rmse,signed_mean
base,independent_latents,total_neural_do_error,0.3,0.0,0.023473740391868836,0.1167839062559981,0.15549550616244545,,,,-0.0031097120838925463,-0.15549550616244545,logger2_heavy,1,78,,0.07142490156043793,action_error,0.04102164949214437,-0.009593355155233248
plus,independent_latents,population_causal_bias,0.3,0.0,1.921539850312771e-16,4.440892098500626e-16,8.881784197001252e-16,,,,0.0,-8.881784197001252e-16,logger2_heavy,1,78,,4.440892098500626e-16,action_error,2.9668154094989694e-16,8.113168256876143e-17
plus,independent_latents,neural_approximation_error,0.3,0.0,0.02391129893732268,0.107609408176629,0.15987957204326442,,,,0.00041572115850763147,-0.15987957204326442,logger2_heavy,1,78,,0.06581741367746946,action_error,0.0407422404289697,-0.007350164892509392
plus,independent_latents,total_neural_do_error,0.3,0.0,0.023911298937322727,0.10760940817662945,0.15987957204326442,,,,0.00041572115850763147,-0.15987957204326442,logger2_heavy,1,78,,0.0658174136774699,action_error,0.04074224042896973,-0.0073501648925093106
minus,independent_latents,population_causal_bias,0.3,0.0,2.4339504770628434e-16,8.881784197001252e-16,8.881784197001252e-16,,,,0.0,-8.881784197001252e-16,logger2_heavy,2,78,,4.440892098500626e-16,action_error,3.6368522466856544e-16,1.6368672798960642e-16
minus,independent_latents,neural_approximation_error,0.3,0.0,0.029391267032359083,0.2757275157971142,0.2988748942493036,,,,9.827355891967038e-05,-0.2988748942493036,logger2_heavy,2,78,,0.06236707687581965,action_error,0.05858589979014854,-0.002585524972056962
minus,independent_latents,total_neural_do_error,0.3,0.0,0.029391267032359076,0.27572751579711463,0.29887489424930314,,,,9.827355891989242e-05,-0.29887489424930314,logger2_heavy,2,78,,0.062367076875819036,action_error,0.058585899790148506,-0.0025855249720567984
base,independent_latents,population_causal_bias,0.3,0.0,1.4375964806043694e-16,8.881784197001252e-16,8.881784197001252e-16,,,,0.0,-4.440892098500626e-16,logger2_heavy,2,78,,4.440892098500626e-16,action_error,2.5915368791147656e-16,9.963539964584738e-18
base,independent_latents,neural_approximation_error,0.3,0.0,0.028307800364539688,0.2657102854574904,0.30506311022624955,,,,-0.0018018215045008112,-0.30506311022624955,logger2_heavy,2,78,,0.05520570568508718,action_error,0.05767182456604676,-0.003297378038543798
base,independent_latents,total_neural_do_error,0.3,0.0,0.028307800364539677,0.2657102854574904,0.3050631102262491,,,,-0.0018018215045010333,-0.3050631102262491,logger2_heavy,2,78,,0.05520570568508718,action_error,0.05767182456604673,-0.003297378038543788
plus,independent_latents,population_causal_bias,0.3,0.0,1.921539850312771e-16,4.440892098500626e-16,8.881784197001252e-16,,,,0.0,-8.881784197001252e-16,logger2_heavy,2,78,,4.440892098500626e-16,action_error,2.9668154094989694e-16,8.113168256876143e-17
plus,independent_latents,neural_approximation_error,0.3,0.0,0.027547078808331665,0.2360714712564973,0.30256438344556846,,,,-0.0033295559613846226,-0.30256438344556846,logger2_heavy,2,78,,0.05057645299000397,action_error,0.054867480953129794,-0.003408233595789362
plus,independent_latents,total_neural_do_error,0.3,0.0,0.02754707880833167,0.23607147125649686,0.30256438344556846,,,,-0.0033295559613846226,-0.30256438344556846,logger2_heavy,2,78,,0.05057645299000441,action_error,0.0548674809531298,-0.003408233595789281
minus,confounded,population_causal_bias,0.3,0.05,0.035187821092942495,-0.02975207631959398,0.04439309521289525,,,,-0.035139097633745786,-0.04439309521289525,logger1_heavy,0,78,,0.0376845039138884,action_error,0.03527146391930984,-0.035187821092942495
minus,confounded,neural_approximation_error,0.3,0.05,0.03211761858278054,0.11350762444546358,0.15110576451807356,,,,0.01475903551475688,-0.15110576451807356,logger1_heavy,0,78,,0.06517577756141484,action_error,0.04341994863223869,0.014608456904589394
minus,confounded,total_neural_do_error,0.3,0.05,0.0354821343181801,0.07634211413568126,0.18085784083766754,,,,-0.020941670855721295,-0.18085784083766754,logger1_heavy,0,78,,0.0746152316122076,action_error,0.04583463106638416,-0.020579364188353103
base,confounded,population_causal_bias,0.3,0.05,1.4375964806043694e-16,8.881784197001252e-16,8.881784197001252e-16,,,,0.0,-4.440892098500626e-16,logger1_heavy,0,78,,4.440892098500626e-16,action_error,2.5915368791147656e-16,9.963539964584738e-18
base,confounded,neural_approximation_error,0.3,0.05,0.031144665579580996,0.09269636035410311,0.1515919192300399,,,,0.005227500855521816,-0.1515919192300399,logger1_heavy,0,78,,0.06749255676553462,action_error,0.041625729834991014,0.005269592842464519
base,confounded,total_neural_do_error,0.3,0.05,0.031144665579581027,0.09269636035410311,0.15159191923003945,,,,0.005227500855521816,-0.15159191923003945,logger1_heavy,0,78,,0.06749255676553448,action_error,0.04162572983499103,0.00526959284246453
plus,confounded,population_causal_bias,0.3,0.05,0.03438315439911167,0.04373360248441327,0.04373360248441327,,,,0.03481185892168792,0.02948361694509094,logger1_heavy,0,78,,0.03677034892620266,action_error,0.03447410219320082,0.03438315439911167
plus,confounded,neural_approximation_error,0.3,0.05,0.03091484981830062,0.09635473357039182,0.1503822870209266,,,,-0.0058094383554629925,-0.1503822870209266,logger1_heavy,0,78,,0.06532698457561482,action_error,0.041751594140760975,-0.0027984142943375825
plus,confounded,total_neural_do_error,0.3,0.05,0.04238315320357135,0.13210415439256984,0.13210415439256984,,,,0.03015042675995988,-0.12014057650907972,logger1_heavy,0,78,,0.08343876877181472,action_error,0.05259564175797106,0.03158474010477409
minus,confounded,population_causal_bias,0.3,0.05,0.035187821092942495,-0.02975207631959398,0.04439309521289525,,,,-0.035139097633745786,-0.04439309521289525,logger1_heavy,1,78,,0.0376845039138884,action_error,0.03527146391930984,-0.035187821092942495
minus,confounded,neural_approximation_error,0.3,0.05,0.038260081757159635,0.17504321063632,0.1870498606033002,,,,0.016541607578336448,-0.1870498606033002,logger1_heavy,1,78,,0.08471319753199154,action_error,0.055903266012027414,0.01470513602430918
minus,confounded,total_neural_do_error,0.3,0.05,0.0403131997030608,0.14293647120046948,0.21680193692289418,,,,-0.017581690104583103,-0.21680193692289418,logger1_heavy,1,78,,0.07838276834213084,action_error,0.057743340465015336,-0.020482685068633318
base,confounded,population_causal_bias,0.3,0.05,1.4375964806043694e-16,8.881784197001252e-16,8.881784197001252e-16,,,,0.0,-4.440892098500626e-16,logger1_heavy,1,78,,4.440892098500626e-16,action_error,2.5915368791147656e-16,9.963539964584738e-18
base,confounded,neural_approximation_error,0.3,0.05,0.03305174982265527,0.17178837438476524,0.19660087866596498,,,,0.0032552824074232323,-0.19660087866596498,logger1_heavy,1,78,,0.07005175379822583,action_error,0.05193253271860989,0.005389908830332209
base,confounded,total_neural_do_error,0.3,0.05,0.033051749822655296,0.17178837438476524,0.19660087866596454,,,,0.0032552824074232323,-0.19660087866596454,logger1_heavy,1,78,,0.0700517537982257,action_error,0.05193253271860989,0.005389908830332219
plus,confounded,population_causal_bias,0.3,0.05,0.03438315439911167,0.04373360248441327,0.04373360248441327,,,,0.03481185892168792,0.02948361694509094,logger1_heavy,1,78,,0.03677034892620266,action_error,0.03447410219320082,0.03438315439911167
plus,confounded,neural_approximation_error,0.3,0.05,0.03144003136389041,0.16896105783578275,0.21415341744365346,,,,-0.0016887425844644421,-0.21415341744365346,logger1_heavy,1,78,,0.07090390774478675,action_error,0.050704155634633444,-0.0029889606908906174
plus,confounded,total_neural_do_error,0.3,0.05,0.04596166643253373,0.20471047865796077,0.20471047865796077,,,,0.03267794030257293,-0.18391170693180658,logger1_heavy,1,78,,0.09353014668956086,action_error,0.05957050510902528,0.03139419370822105
minus,confounded,population_causal_bias,0.3,0.05,0.035187821092942495,-0.02975207631959398,0.04439309521289525,,,,-0.035139097633745786,-0.04439309521289525,logger1_heavy,2,78,,0.0376845039138884,action_error,0.03527146391930984,-0.035187821092942495
minus,confounded,neural_approximation_error,0.3,0.05,0.02981051495527231,0.16897763769222784,0.16897763769222784,,,,0.005417730199467119,-0.09608394749286253,logger1_heavy,2,78,,0.07148526772810163,action_error,0.04218624496227543,0.008358858470633062
minus,confounded,total_neural_do_error,0.3,0.05,0.0400531541714444,0.13865350651669894,0.13865350651669894,,,,-0.029139842654823722,-0.13051962926269844,logger1_heavy,2,78,,0.0830412843141461,action_error,0.04965673530989612,-0.02682896262230944
base,confounded,population_causal_bias,0.3,0.05,1.4375964806043694e-16,8.881784197001252e-16,8.881784197001252e-16,,,,0.0,-4.440892098500626e-16,logger1_heavy,2,78,,4.440892098500626e-16,action_error,2.5915368791147656e-16,9.963539964584738e-18
base,confounded,neural_approximation_error,0.3,0.05,0.02892630717604906,0.15977881393917936,0.15977881393917936,,,,0.0026825780075323546,-0.09419731170921075,logger1_heavy,2,78,,0.06766827139000679,action_error,0.04022844753432156,0.003032257100078223
base,confounded,total_neural_do_error,0.3,0.05,0.028926307176049104,0.15977881393917936,0.15977881393917936,,,,0.0026825780075321326,-0.09419731170921075,logger1_heavy,2,78,,0.06766827139000661,action_error,0.040228447534321574,0.003032257100078233
plus,confounded,population_causal_bias,0.3,0.05,0.03438315439911167,0.04373360248441327,0.04373360248441327,,,,0.03481185892168792,0.02948361694509094,logger1_heavy,2,78,,0.03677034892620266,action_error,0.03447410219320082,0.03438315439911167
plus,confounded,neural_approximation_error,0.3,0.05,0.02768546110278087,0.14619854469141336,0.14619854469141336,,,,-0.0013543985758208699,-0.09447297806221577,logger1_heavy,2,78,,0.060838591097297674,action_error,0.03804252223907503,-0.0009256041826756056
plus,confounded,total_neural_do_error,0.3,0.05,0.04076252930685022,0.17639137356946977,0.17639137356946977,,,,0.03154428552982891,-0.0642312675503689,logger1_heavy,2,78,,0.07763616969807402,action_error,0.05072819370154826,0.03345755021643607
minus,confounded,population_causal_bias,0.3,0.05,0.027943269691454244,-0.02362664884203003,0.035253340316122816,,,,-0.027904577532680275,-0.035253340316122816,logger12_balanced,0,78,,0.02992592957867597,action_error,0.02800969193592244,-0.027943269691454244
minus,confounded,neural_approximation_error,0.3,0.05,0.029602901822453776,0.11110011358266636,0.15536190752224543,,,,0.007565992262770882,-0.15536190752224543,logger12_balanced,0,78,,0.06409893867411501,action_error,0.0415024910838908,0.010783157283507207
minus,confounded,total_neural_do_error,0.3,0.05,0.03324682789979942,0.08331289827190735,0.17898855636427546,,,,-0.01939002007388635,-0.17898855636427546,logger12_balanced,0,78,,0.06768850255366966,action_error,0.043621702143950114,-0.017160112407947042
base,confounded,population_causal_bias,0.3,0.05,1.4375964806043694e-16,8.881784197001252e-16,8.881784197001252e-16,,,,0.0,-4.440892098500626e-16,logger12_balanced,0,78,,4.440892098500626e-16,action_error,2.5915368791147656e-16,9.963539964584738e-18
base,confounded,neural_approximation_error,0.3,0.05,0.029277739548361346,0.10108334103921868,0.1510350185890439,,,,0.0036322989356625257,-0.1510350185890439,logger12_balanced,0,78,,0.06858625445947783,action_error,0.040289475834911055,0.003931194284829549
base,confounded,total_neural_do_error,0.3,0.05,0.029277739548361374,0.10108334103921868,0.15103501858904345,,,,0.0036322989356625257,-0.15103501858904345,logger12_balanced,0,78,,0.06858625445947752,action_error,0.04028947583491107,0.003931194284829558
plus,confounded,population_causal_bias,0.3,0.05,0.027304269669882784,0.03472962550232839,0.03472962550232839,,,,0.027644711496634722,0.02341346051521942,logger12_balanced,0,78,,0.02919998297080757,action_error,0.027376492918130057,0.027304269669882784
plus,confounded,neural_approximation_error,0.3,0.05,0.028954229981584093,0.10077959357787103,0.1441826984674659,,,,-0.005938898994991226,-0.1441826984674659,logger12_balanced,0,78,,0.06911315476079836,action_error,0.03998020412882543,-0.002211837308153369
plus,confounded,total_neural_do_error,0.3,0.05,0.037226991214641805,0.12841570082339704,0.12841570082339704,,,,0.022338342894916152,-0.12016722247276368,logger12_balanced,0,78,,0.07438870685513445,action_error,0.047430714709825336,0.025092432361729415
minus,confounded,population_causal_bias,0.3,0.05,0.027943269691454244,-0.02362664884203003,0.035253340316122816,,,,-0.027904577532680275,-0.035253340316122816,logger12_balanced,1,78,,0.02992592957867597,action_error,0.02800969193592244,-0.027943269691454244
minus,confounded,neural_approximation_error,0.3,0.05,0.030898238079332157,0.16483436257437178,0.19956807549440603,,,,0.0031812120022379764,-0.19956807549440603,logger12_balanced,1,78,,0.06451619531217716,action_error,0.049964985475505895,0.0026882051380189473
minus,confounded,total_neural_do_error,0.3,0.05,0.040168213793228644,0.13854543379386985,0.22319472433643606,,,,-0.026749819651010975,-0.22319472433643606,logger12_balanced,1,78,,0.07351311984380057,action_error,0.05601545934264374,-0.025255064553435302
base,confounded,population_causal_bias,0.3,0.05,1.4375964806043694e-16,8.881784197001252e-16,8.881784197001252e-16,,,,0.0,-4.440892098500626e-16,logger12_balanced,1,78,,4.440892098500626e-16,action_error,2.5915368791147656e-16,9.963539964584738e-18
base,confounded,neural_approximation_error,0.3,0.05,0.029555807793668353,0.1690923638275974,0.20641407287044222,,,,0.0014650215126801314,-0.20641407287044222,logger12_balanced,1,78,,0.05569779528500088,action_error,0.04874401488326677,-0.0007294052961650148
base,confounded,total_neural_do_error,0.3,0.05,0.0295558077936684,0.1690923638275974,0.20641407287044178,,,,0.0014650215126799093,-0.20641407287044178,logger12_balanced,1,78,,0.05569779528500088,action_error,0.04874401488326676,-0.0007294052961650049
plus,confounded,population_causal_bias,0.3,0.05,0.027304269669882784,0.03472962550232839,0.03472962550232839,,,,0.027644711496634722,0.02341346051521942,logger12_balanced,1,78,,0.02919998297080757,action_error,0.027376492918130057,0.027304269669882784
plus,confounded,neural_approximation_error,0.3,0.05,0.028348354767354696,0.16188379512466256,0.21536883961580244,,,,0.0013906827871468241,-0.21536883961580244,logger12_balanced,1,78,,0.06994332825490499,action_error,0.048103044211190944,-0.0033189450166395706
plus,confounded,total_neural_do_error,0.3,0.05,0.040100100301350465,0.19027304107168685,0.19135336362110023,,,,0.028459356975851946,-0.19135336362110023,logger12_balanced,1,78,,0.07356832431043664,action_error,0.05369046478667308,0.023985324653243215
minus,confounded,population_causal_bias,0.3,0.05,0.027943269691454244,-0.02362664884203003,0.035253340316122816,,,,-0.027904577532680275,-0.035253340316122816,logger12_balanced,2,78,,0.02992592957867597,action_error,0.02800969193592244,-0.027943269691454244
minus,confounded,neural_approximation_error,0.3,0.05,0.026821869860798066,0.1405550352538958,0.1405550352538958,,,,0.0048732345517696896,-0.11111184383096351,logger12_balanced,2,78,,0.06454681259189052,action_error,0.03907320634042052,0.007408583340589947
minus,confounded,total_neural_do_error,0.3,0.05,0.03445201011215944,0.11647410755568144,0.13473849267299354,,,,-0.02082587743010267,-0.13473849267299354,logger12_balanced,2,78,,0.06554483212249518,action_error,0.04365736548491835,-0.020534686350864303
base,confounded,population_causal_bias,0.3,0.05,1.4375964806043694e-16,8.881784197001252e-16,8.881784197001252e-16,,,,0.0,-4.440892098500626e-16,logger12_balanced,2,78,,4.440892098500626e-16,action_error,2.5915368791147656e-16,9.963539964584738e-18
base,confounded,neural_approximation_error,0.3,0.05,0.026152905708059115,0.13209592491574895,0.13209592491574895,,,,0.0018266906367705449,-0.11513131217508521,logger12_balanced,2,78,,0.064780840832355,action_error,0.03687113111278871,0.002786558398243988
base,confounded,total_neural_do_error,0.3,0.05,0.026152905708059164,0.13209592491574895,0.13209592491574895,,,,0.0018266906367705449,-0.11513131217508477,logger12_balanced,2,78,,0.06478084083235514,action_error,0.036871131112788724,0.002786558398243998
plus,confounded,population_causal_bias,0.3,0.05,0.027304269669882784,0.03472962550232839,0.03472962550232839,,,,0.027644711496634722,0.02341346051521942,logger12_balanced,2,78,,0.02919998297080757,action_error,0.027376492918130057,0.027304269669882784
plus,confounded,neural_approximation_error,0.3,0.05,0.025027441275538416,0.11857644509276977,0.11857644509276977,,,,0.002416094347826969,-0.118308392542263,logger12_balanced,2,78,,0.05695487889802754,action_error,0.034590498439119946,-4.701154233915643e-05
plus,confounded,total_neural_do_error,0.3,0.05,0.03517805048904773,0.14255310331946136,0.14255310331946136,,,,0.028621427242252195,-0.09429291654756078,logger12_balanced,2,78,,0.06824867959814707,action_error,0.04420954774561675,0.02725725812754363
minus,confounded,population_causal_bias,0.3,0.05,0.020698718289966025,-0.017501221364466968,0.02611358541935016,,,,-0.020670057431614985,-0.02611358541935016,logger2_heavy,0,78,,0.022167355243464026,action_error,0.020747919952535054,-0.020698718289966025
minus,confounded,neural_approximation_error,0.3,0.05,0.028264310946538893,0.12111669933834968,0.18091930136847845,,,,0.0032022890150751326,-0.18091930136847845,logger2_heavy,0,78,,0.0646987952278049,action_error,0.04181207824766216,0.0066647921791790285
minus,confounded,total_neural_do_error,0.3,0.05,0.03160423190058617,0.1005335768859359,0.19842052273294541,,,,-0.01626762198927234,-0.19842052273294541,logger2_heavy,0,78,,0.06395779144283043,action_error,0.0436113226436094,-0.014033926110786995
base,confounded,population_causal_bias,0.3,0.05,1.4375964806043694e-16,8.881784197001252e-16,8.881784197001252e-16,,,,0.0,-4.440892098500626e-16,logger2_heavy,0,78,,4.440892098500626e-16,action_error,2.5915368791147656e-16,9.963539964584738e-18
base,confounded,neural_approximation_error,0.3,0.05,0.028310608669786033,0.11308846961418784,0.1734920965400315,,,,0.0013525654618466998,-0.1734920965400315,logger2_heavy,0,78,,0.06795480172036021,action_error,0.041112480944441615,0.0021770712721789764
base,confounded,total_neural_do_error,0.3,0.05,0.02831060866978606,0.11308846961418784,0.17349209654003106,,,,0.0013525654618466998,-0.17349209654003106,logger2_heavy,0,78,,0.06795480172036007,action_error,0.04111248094444163,0.0021770712721789864
plus,confounded,population_causal_bias,0.3,0.05,0.020225384940653728,0.02572564852024284,0.02572564852024284,,,,0.020477564071580856,0.0173433040853479,logger2_heavy,0,78,,0.021629617015412793,action_error,0.02027888364305911,0.020225384940653728
plus,confounded,neural_approximation_error,0.3,0.05,0.028011559532154055,0.11608634809037843,0.16160961843958832,,,,-0.003693116968239707,-0.16160961843958832,logger2_heavy,0,78,,0.06483026241748498,action_error,0.04088455148784922,-0.0015480024224312806
plus,confounded,total_neural_do_error,0.3,0.05,0.033810736012622016,0.13655753864261921,0.14382037696203165,,,,0.0170017391299222,-0.14382037696203165,logger2_heavy,0,78,,0.07495091385098424,action_error,0.04512615222406232,0.018677382518222447
minus,confounded,population_causal_bias,0.3,0.05,0.020698718289966025,-0.017501221364466968,0.02611358541935016,,,,-0.020670057431614985,-0.02611358541935016,logger2_heavy,1,78,,0.022167355243464026,action_error,0.020747919952535054,-0.020698718289966025
minus,confounded,neural_approximation_error,0.3,0.05,0.03186589822979776,0.15618584604899688,0.18998458544491914,,,,0.007525799676875833,-0.18998458544491914,logger2_heavy,1,78,,0.07034327828021329,action_error,0.04933672681347582,0.005192442029234086
minus,confounded,total_neural_do_error,0.3,0.05,0.03399327147795726,0.1367125654708472,0.2074858068093861,,,,-0.013828369109484706,-0.2074858068093861,logger2_heavy,1,78,,0.06866985503132497,action_error,0.05152644315938142,-0.01550627626073194
base,confounded,population_causal_bias,0.3,0.05,1.4375964806043694e-16,8.881784197001252e-16,8.881784197001252e-16,,,,0.0,-4.440892098500626e-16,logger2_heavy,1,78,,4.440892098500626e-16,action_error,2.5915368791147656e-16,9.963539964584738e-18
base,confounded,neural_approximation_error,0.3,0.05,0.03041860601771397,0.1628558994010021,0.19359666312885215,,,,0.006080060511483243,-0.19359666312885215,logger2_heavy,1,78,,0.06286155367193592,action_error,0.04822705916036043,0.0033890422686378373
base,confounded,total_neural_do_error,0.3,0.05,0.03041860601771397,0.1628558994010021,0.1935966631288517,,,,0.006080060511483243,-0.1935966631288517,logger2_heavy,1,78,,0.06286155367193592,action_error,0.04822705916036042,0.0033890422686378473
plus,confounded,population_causal_bias,0.3,0.05,0.020225384940653728,0.02572564852024284,0.02572564852024284,,,,0.020477564071580856,0.0173433040853479,logger2_heavy,1,78,,0.021629617015412793,action_error,0.02027888364305911,0.020225384940653728
plus,confounded,neural_approximation_error,0.3,0.05,0.02869111183460914,0.16106010635366097,0.20486176741725082,,,,0.005480429352056282,-0.20486176741725082,logger2_heavy,1,78,,0.06969306262104562,action_error,0.047172737640627245,0.002045418165951499
plus,confounded,total_neural_do_error,0.3,0.05,0.03840432643477121,0.18208917742553066,0.18707252593969415,,,,0.02641098189705393,-0.18707252593969415,logger2_heavy,1,78,,0.07260563242101233,action_error,0.052152215747957524,0.022270803106605223
minus,confounded,population_causal_bias,0.3,0.05,0.020698718289966025,-0.017501221364466968,0.02611358541935016,,,,-0.020670057431614985,-0.02611358541935016,logger2_heavy,2,78,,0.022167355243464026,action_error,0.020747919952535054,-0.020698718289966025
minus,confounded,neural_approximation_error,0.3,0.05,0.02211992475943098,0.12545027245406137,0.12545027245406137,,,,0.0035124471248397793,-0.12124632016035575,logger2_heavy,2,78,,0.05036006172389088,action_error,0.03412108902310417,0.004549467295389387
minus,confounded,total_neural_do_error,0.3,0.05,0.027845302589516525,0.10761254823316202,0.13874754152482272,,,,-0.016175741418223755,-0.13874754152482272,logger2_heavy,2,78,,0.05960460170035557,action_error,0.037621709590891735,-0.016149250994576637
base,confounded,population_causal_bias,0.3,0.05,1.4375964806043694e-16,8.881784197001252e-16,8.881784197001252e-16,,,,0.0,-4.440892098500626e-16,logger2_heavy,2,78,,4.440892098500626e-16,action_error,2.5915368791147656e-16,9.963539964584738e-18
base,confounded,neural_approximation_error,0.3,0.05,0.02196241148888633,0.12216712462672685,0.12275734023415064,,,,0.001966354017560956,-0.12275734023415064,logger2_heavy,2,78,,0.05418753401382114,action_error,0.03268645988767086,0.0011208944150530665
base,confounded,total_neural_do_error,0.3,0.05,0.02196241148888637,0.12216712462672685,0.12275734023415019,,,,0.001966354017560734,-0.12275734023415019,logger2_heavy,2,78,,0.05418753401382114,action_error,0.03268645988767085,0.0011208944150530764
plus,confounded,population_causal_bias,0.3,0.05,0.020225384940653728,0.02572564852024284,0.02572564852024284,,,,0.020477564071580856,0.0173433040853479,logger2_heavy,2,78,,0.021629617015412793,action_error,0.02027888364305911,0.020225384940653728
plus,confounded,neural_approximation_error,0.3,0.05,0.02111332273636183,0.10868513069713703,0.12075116519954099,,,,-0.0027150169619247766,-0.12075116519954099,logger2_heavy,2,78,,0.042366201810215554,action_error,0.030864775052153296,-0.0009028248904121913
plus,confounded,total_neural_do_error,0.3,0.05,0.02755444172433824,0.12644561827246426,0.12644561827246426,,,,0.017834050571745086,-0.10296192372198432,logger2_heavy,2,78,,0.05251501421787087,action_error,0.03651693950133465,0.01932256005024154
minus,independent_latents,population_causal_bias,0.3,0.05,2.9890619893754217e-16,8.881784197001252e-16,8.881784197001252e-16,,,,1.1102230246251565e-16,-4.440892098500626e-16,logger1_heavy,0,78,,8.881784197001252e-16,action_error,4.3145506698820683e-16,2.5335858767086904e-16
minus,independent_latents,neural_approximation_error,0.3,0.05,0.023486431185670807,0.10764836371422737,0.13967789372820416,,,,-0.0009337590392153317,-0.13967789372820416,logger1_heavy,0,78,,0.04998487175683385,action_error,0.03661874099530859,-0.0022007800644995657
minus,independent_latents,total_neural_do_error,0.3,0.05,0.023486431185670675,0.10764836371422692,0.1396778937282046,,,,-0.0009337590392151096,-0.1396778937282046,logger1_heavy,0,78,,0.04998487175683372,action_error,0.0366187409953085,-0.0022007800644993124
base,independent_latents,population_causal_bias,0.3,0.05,1.4375964806043694e-16,8.881784197001252e-16,8.881784197001252e-16,,,,0.0,-4.440892098500626e-16,logger1_heavy,0,78,,4.440892098500626e-16,action_error,2.5915368791147656e-16,9.963539964584738e-18
base,independent_latents,neural_approximation_error,0.3,0.05,0.0230446762098887,0.10585055313608827,0.1253040866473829,,,,0.0014277457564917384,-0.1253040866473829,logger1_heavy,0,78,,0.04736340805275198,action_error,0.03484516822280752,-0.00023259102047005153
base,independent_latents,total_neural_do_error,0.3,0.05,0.023044676209888718,0.10585055313608827,0.12530408664738246,,,,0.0014277457564915164,-0.12530408664738246,logger1_heavy,0,78,,0.04736340805275198,action_error,0.03484516822280752,-0.00023259102047004155
plus,independent_latents,population_causal_bias,0.3,0.05,2.277380563333654e-16,8.881784197001252e-16,8.881784197001252e-16,,,,0.0,-4.440892098500626e-16,logger1_heavy,0,78,,4.440892098500626e-16,action_error,3.4609675811406943e-16,1.708035422500241e-16
plus,independent_latents,neural_approximation_error,0.3,0.05,0.02227397445288501,0.09518360060658537,0.12421904510840154,,,,0.0018280110513235748,-0.12421904510840154,logger1_heavy,0,78,,0.04551133433508004,action_error,0.03314783778481657,0.0009463372177775603
plus,independent_latents,total_neural_do_error,0.3,0.05,0.022273974452884985,0.09518360060658537,0.1242190451084011,,,,0.0018280110513235748,-0.1242190451084011,logger1_heavy,0,78,,0.04551133433508004,action_error,0.03314783778481658,0.0009463372177777311
minus,independent_latents,population_causal_bias,0.3,0.05,2.9890619893754217e-16,8.881784197001252e-16,8.881784197001252e-16,,,,1.1102230246251565e-16,-4.440892098500626e-16,logger1_heavy,1,78,,8.881784197001252e-16,action_error,4.3145506698820683e-16,2.5335858767086904e-16
minus,independent_latents,neural_approximation_error,0.3,0.05,0.023527188454977886,0.11058886267502244,0.15156308137422414,,,,-0.005272562204980291,-0.15156308137422414,logger1_heavy,1,78,,0.07702141044360093,action_error,0.040604897076098524,-0.010722390664794312
minus,independent_latents,total_neural_do_error,0.3,0.05,0.023527188454977754,0.11058886267502199,0.15156308137422414,,,,-0.005272562204980069,-0.15156308137422414,logger1_heavy,1,78,,0.07702141044360031,action_error,0.040604897076098406,-0.010722390664794058
base,independent_latents,population_causal_bias,0.3,0.05,1.4375964806043694e-16,8.881784197001252e-16,8.881784197001252e-16,,,,0.0,-4.440892098500626e-16,logger1_heavy,1,78,,4.440892098500626e-16,action_error,2.5915368791147656e-16,9.963539964584738e-18
base,independent_latents,neural_approximation_error,0.3,0.05,0.023473740391868895,0.1167839062559981,0.1554955061624459,,,,-0.0031097120838927683,-0.1554955061624459,logger1_heavy,1,78,,0.07142490156043793,action_error,0.041021649492144395,-0.009593355155233258
base,independent_latents,total_neural_do_error,0.3,0.05,0.023473740391868836,0.1167839062559981,0.15549550616244545,,,,-0.0031097120838925463,-0.15549550616244545,logger1_heavy,1,78,,0.07142490156043793,action_error,0.04102164949214437,-0.009593355155233248
plus,independent_latents,population_causal_bias,0.3,0.05,2.277380563333654e-16,8.881784197001252e-16,8.881784197001252e-16,,,,0.0,-4.440892098500626e-16,logger1_heavy,1,78,,4.440892098500626e-16,action_error,3.4609675811406943e-16,1.708035422500241e-16
plus,independent_latents,neural_approximation_error,0.3,0.05,0.023911298937322727,0.10760940817662945,0.15987957204326486,,,,0.00041572115850740943,-0.15987957204326486,logger1_heavy,1,78,,0.06581741367747022,action_error,0.04074224042896981,-0.007350164892509481
plus,independent_latents,total_neural_do_error,0.3,0.05,0.023911298937322727,0.10760940817662945,0.15987957204326442,,,,0.00041572115850763147,-0.15987957204326442,logger1_heavy,1,78,,0.0658174136774699,action_error,0.04074224042896973,-0.0073501648925093106
minus,independent_latents,population_causal_bias,0.3,0.05,2.9890619893754217e-16,8.881784197001252e-16,8.881784197001252e-16,,,,1.1102230246251565e-16,-4.440892098500626e-16,logger1_heavy,2,78,,8.881784197001252e-16,action_error,4.3145506698820683e-16,2.5335858767086904e-16
minus,independent_latents,neural_approximation_error,0.3,0.05,0.02939126703235911,0.2757275157971142,0.29887489424930314,,,,9.827355891989242e-05,-0.29887489424930314,logger1_heavy,2,78,,0.06236707687581965,action_error,0.058585899790148506,-0.0025855249720570517
minus,independent_latents,total_neural_do_error,0.3,0.05,0.029391267032359076,0.27572751579711463,0.29887489424930314,,,,9.827355891989242e-05,-0.29887489424930314,logger1_heavy,2,78,,0.062367076875819036,action_error,0.058585899790148506,-0.0025855249720567984
