action,condition,error_type,kappa,lambda_reward,mae,max,max_abs,mean_abs_common_shift,mean_centered_bias_l2,mean_max_abs_action_residual,median,min,mixture,model_seed,n,n_anchors,p90_abs,record_type,rmse,signed_mean
minus,confounded,total_neural_do_error,0.0,0.1,0.045845219432341044,0.08027160959967716,0.15997927360562025,,,,-0.033688339364105424,-0.15997927360562025,logger12_balanced,0,78,,0.08316188210867455,action_error,0.056126789768094855,-0.031122778652495027
base,confounded,population_causal_bias,0.0,0.1,6.832141690000964e-17,4.440892098500626e-16,4.440892098500626e-16,,,,0.0,-4.440892098500626e-16,logger12_balanced,0,78,,4.440892098500626e-16,action_error,1.741861189847285e-16,2.2773805633336544e-17
base,confounded,neural_approximation_error,0.0,0.1,0.031740205301189685,0.11237584305711668,0.1258375407201875,,,,0.004881607186234094,-0.1258375407201875,logger12_balanced,0,78,,0.08055137277607197,action_error,0.04334155423016007,0.0032149282693208847
base,confounded,total_neural_do_error,0.0,0.1,0.03174020530118969,0.11237584305711668,0.1258375407201875,,,,0.004881607186233872,-0.1258375407201875,logger12_balanced,0,78,,0.08055137277607197,action_error,0.04334155423016007,0.0032149282693209077
plus,confounded,population_causal_bias,0.0,0.1,0.06000000000000046,0.06000000000000094,0.06000000000000094,,,,0.0600000000000005,0.05999999999999961,logger12_balanced,0,78,,0.06000000000000094,action_error,0.060000000000000456,0.06000000000000046
plus,confounded,neural_approximation_error,0.0,0.1,0.035367372584868585,0.08381916847976267,0.16162687995783953,,,,-0.01952014656189449,-0.16162687995783953,logger12_balanced,0,78,,0.06728104514545218,action_error,0.0479019767109122,-0.022162388522776418
plus,confounded,total_neural_do_error,0.0,0.1,0.04786932401705822,0.14381916847976317,0.14381916847976317,,,,0.04047985343810567,-0.10162687995783903,logger12_balanced,0,78,,0.08583416610552294,action_error,0.05687805156718751,0.037837611477224045
minus,confounded,population_causal_bias,0.0,0.1,0.06000000000000004,-0.05999999999999961,0.0600000000000005,,,,-0.06000000000000005,-0.0600000000000005,logger12_balanced,1,78,,0.0600000000000005,action_error,0.060000000000000026,-0.06000000000000004
minus,confounded,neural_approximation_error,0.0,0.1,0.04061443499773364,0.14015334190725381,0.14015334190725381,,,,0.016488131760917124,-0.08262636733991835,logger12_balanced,1,78,,0.0972286357658156,action_error,0.05510499403412332,0.024176852723179883
minus,confounded,total_neural_do_error,0.0,0.1,0.05239069072434224,0.08015334190725376,0.1426263673399184,,,,-0.04351186823908293,-0.1426263673399184,logger12_balanced,1,78,,0.08154450163603043,action_error,0.06111741192752833,-0.03582314727682016
base,confounded,population_causal_bias,0.0,0.1,6.832141690000964e-17,4.440892098500626e-16,4.440892098500626e-16,,,,0.0,-4.440892098500626e-16,logger12_balanced,1,78,,4.440892098500626e-16,action_error,1.741861189847285e-16,2.2773805633336544e-17
base,confounded,neural_approximation_error,0.0,0.1,0.03303579656025487,0.1089465317958136,0.11969074112393852,,,,-0.0006275625067622137,-0.11969074112393852,logger12_balanced,1,78,,0.07730451281708865,action_error,0.0446657287100827,0.002704299995295525
base,confounded,total_neural_do_error,0.0,0.1,0.03303579656025487,0.1089465317958136,0.11969074112393852,,,,-0.0006275625067622137,-0.11969074112393852,logger12_balanced,1,78,,0.07730451281708865,action_error,0.04466572871008271,0.002704299995295548
plus,confounded,population_causal_bias,0.0,0.1,0.06000000000000046,0.06000000000000094,0.06000000000000094,,,,0.0600000000000005,0.05999999999999961,logger12_balanced,1,78,,0.06000000000000094,action_error,0.060000000000000456,0.06000000000000046
plus,confounded,neural_approximation_error,0.0,0.1,0.0374531006714255,0.08088399866990637,0.16435643783580378,,,,-0.016344404172467852,-0.16435643783580378,logger12_balanced,1,78,,0.07758059184762003,action_error,0.049262796732705075,-0.019645891096207586
plus,confounded,total_neural_do_error,0.0,0.1,0.05014223601919913,0.14088399866990642,0.14088399866990642,,,,0.04365559582753242,-0.10435643783580328,logger12_balanced,1,78,,0.1066559881315204,action_error,0.06057488101831439,0.040354108903792874
minus,confounded,population_causal_bias,0.0,0.1,0.06000000000000004,-0.05999999999999961,0.0600000000000005,,,,-0.06000000000000005,-0.0600000000000005,logger12_balanced,2,78,,0.0600000000000005,action_error,0.060000000000000026,-0.06000000000000004
minus,confounded,neural_approximation_error,0.0,0.1,0.045612637925479545,0.20098317505955077,0.20098317505955077,,,,0.02897932812258497,-0.13551377355798966,logger12_balanced,2,78,,0.09835238870309392,action_error,0.061051231370531374,0.03504565995576975
minus,confounded,total_neural_do_error,0.0,0.1,0.045276022996849165,0.14098317505955116,0.1955137735579897,,,,-0.031020671877415085,-0.1955137735579897,logger12_balanced,2,78,,0.08312753613177075,action_error,0.055872834697783015,-0.024954340044230285
base,confounded,population_causal_bias,0.0,0.1,6.832141690000964e-17,4.440892098500626e-16,4.440892098500626e-16,,,,0.0,-4.440892098500626e-16,logger12_balanced,2,78,,4.440892098500626e-16,action_error,1.741861189847285e-16,2.2773805633336544e-17
base,confounded,neural_approximation_error,0.0,0.1,0.03449530896640147,0.15218587281221385,0.1646950904053761,,,,-0.004120813719294736,-0.1646950904053761,logger12_balanced,2,78,,0.07561318407989247,action_error,0.05001774837274172,0.0030601573382702816
base,confounded,total_neural_do_error,0.0,0.1,0.03449530896640146,0.15218587281221385,0.1646950904053761,,,,-0.004120813719294736,-0.1646950904053761,logger12_balanced,2,78,,0.07561318407989247,action_error,0.050017748372741706,0.003060157338270304
plus,confounded,population_causal_bias,0.0,0.1,0.06000000000000046,0.06000000000000094,0.06000000000000094,,,,0.0600000000000005,0.05999999999999961,logger12_balanced,2,78,,0.06000000000000094,action_error,0.060000000000000456,0.06000000000000046
plus,confounded,neural_approximation_error,0.0,0.1,0.045804636722543896,0.13161550181264658,0.1858652809850776,,,,-0.029077760809361752,-0.1858652809850776,logger12_balanced,2,78,,0.08722465937873317,action_error,0.05709658142813752,-0.026155080928526635
plus,confounded,total_neural_do_error,0.0,0.1,0.046022717826564245,0.19161550181264708,0.19161550181264708,,,,0.030922239190638745,-0.1258652809850771,logger12_balanced,2,78,,0.09807712251253103,action_error,0.061003359738269924,0.03384491907147383
minus,confounded,population_causal_bias,0.0,0.1,0.04444444444444415,-0.0444444444444434,0.04444444444444473,,,,-0.04444444444444429,-0.04444444444444473,logger2_heavy,0,78,,0.04444444444444443,action_error,0.044444444444444155,-0.04444444444444415
minus,confounded,neural_approximation_error,0.0,0.1,0.03459902163213957,0.1515812020808487,0.1598981424364605,,,,0.00650022559024821,-0.1598981424364605,logger2_heavy,0,78,,0.09045256027106156,action_error,0.05133391599349336,0.013024531918481724
minus,confounded,total_neural_do_error,0.0,0.1,0.04629941505210664,0.10713675763640484,0.20434258688090434,,,,-0.03794421885419619,-0.20434258688090434,logger2_heavy,0,78,,0.0898184279373559,action_error,0.058760049376005576,-0.03141991252596243
base,confounded,population_causal_bias,0.0,0.1,6.832141690000964e-17,4.440892098500626e-16,4.440892098500626e-16,,,,0.0,-4.440892098500626e-16,logger2_heavy,0,78,,4.440892098500626e-16,action_error,1.741861189847285e-16,2.2773805633336544e-17
base,confounded,neural_approximation_error,0.0,0.1,0.030824751684102553,0.12912629834157308,0.17807093846962507,,,,0.0020940850790175936,-0.17807093846962507,logger2_heavy,0,78,,0.07035411679431833,action_error,0.04646187917531462,0.00439747395740724
base,confounded,total_neural_do_error,0.0,0.1,0.030824751684102578,0.12912629834157308,0.17807093846962507,,,,0.0020940850790175936,-0.17807093846962507,logger2_heavy,0,78,,0.07035411679431865,action_error,0.046461879175314635,0.004397473957407263
plus,confounded,population_causal_bias,0.0,0.1,0.04444444444444446,0.044444444444445175,0.044444444444445175,,,,0.04444444444444429,0.04444444444444384,logger2_heavy,0,78,,0.04444444444444473,action_error,0.04444444444444445,0.04444444444444446
plus,confounded,neural_approximation_error,0.0,0.1,0.02890295347683856,0.10733647228524434,0.19040687660556754,,,,-0.0019732217767510773,-0.19040687660556754,logger2_heavy,0,78,,0.07126143896479727,action_error,0.04426792587106053,-0.0037896062703519327
plus,confounded,total_neural_do_error,0.0,0.1,0.050868554144747787,0.15178091672968907,0.15178091672968907,,,,0.042471222667693265,-0.14596243216112326,logger2_heavy,0,78,,0.09277528917620627,action_error,0.059984198020837744,0.04065483817409253
minus,confounded,population_causal_bias,0.0,0.1,0.04444444444444415,-0.0444444444444434,0.04444444444444473,,,,-0.04444444444444429,-0.04444444444444473,logger2_heavy,1,78,,0.04444444444444443,action_error,0.044444444444444155,-0.04444444444444415
minus,confounded,neural_approximation_error,0.0,0.1,0.03506732345429384,0.11928134425523718,0.11928134425523718,,,,0.012276192663698282,-0.11548938065506986,logger2_heavy,1,78,,0.09178458534976591,action_error,0.0479764642079289,0.01646409468261185
minus,confounded,total_neural_do_error,0.0,0.1,0.04397780250208096,0.07483689981079333,0.1599338250995137,,,,-0.03216825178074578,-0.1599338250995137,logger2_heavy,1,78,,0.07021984066948062,action_error,0.05304313977293524,-0.027980349761832307
base,confounded,population_causal_bias,0.0,0.1,6.832141690000964e-17,4.440892098500626e-16,4.440892098500626e-16,,,,0.0,-4.440892098500626e-16,logger2_heavy,1,78,,4.440892098500626e-16,action_error,1.741861189847285e-16,2.2773805633336544e-17
base,confounded,neural_approximation_error,0.0,0.1,0.03094450835410519,0.09113510874672004,0.14174285918200802,,,,0.0007037882530460671,-0.14174285918200802,logger2_heavy,1,78,,0.07767017551876697,action_error,0.042182655902275,0.0006861041224257769
base,confounded,total_neural_do_error,0.0,0.1,0.030944508354105203,0.09113510874672004,0.14174285918200802,,,,0.0007037882530462891,-0.14174285918200802,logger2_heavy,1,78,,0.07767017551876697,action_error,0.042182655902275,0.0006861041224257996
plus,confounded,population_causal_bias,0.0,0.1,0.04444444444444446,0.044444444444445175,0.044444444444445175,,,,0.04444444444444429,0.04444444444444384,logger2_heavy,1,78,,0.04444444444444473,action_error,0.04444444444444445,0.04444444444444446
plus,confounded,neural_approximation_error,0.0,0.1,0.033888341925551874,0.07882498950325845,0.17287486562791976,,,,-0.012711586137180708,-0.17287486562791976,logger2_heavy,1,78,,0.07373362079067139,action_error,0.04617715364905377,-0.01535786505600548
plus,confounded,total_neural_do_error,0.0,0.1,0.042574163580489675,0.12326943394770318,0.12843042118347547,,,,0.03173285830726358,-0.12843042118347547,logger2_heavy,1,78,,0.09710392563773636,action_error,0.05236883233918637,0.029086579388438984
minus,confounded,population_causal_bias,0.0,0.1,0.04444444444444415,-0.0444444444444434,0.04444444444444473,,,,-0.04444444444444429,-0.04444444444444473,logger2_heavy,2,78,,0.04444444444444443,action_error,0.044444444444444155,-0.04444444444444415
minus,confounded,neural_approximation_error,0.0,0.1,0.03325149809169262,0.16035170277319732,0.16035170277319732,,,,0.008622326903532596,-0.12804561804028936,logger2_heavy,2,78,,0.08058335800074347,action_error,0.047850301812985004,0.014204473574455636
minus,confounded,total_neural_do_error,0.0,0.1,0.045948931520405245,0.11590725832875348,0.1724900624847332,,,,-0.03582211754091169,-0.1724900624847332,logger2_heavy,2,78,,0.08216392052166242,action_error,0.054793614156068406,-0.03023997086998852
base,confounded,population_causal_bias,0.0,0.1,6.832141690000964e-17,4.440892098500626e-16,4.440892098500626e-16,,,,0.0,-4.440892098500626e-16,logger2_heavy,2,78,,4.440892098500626e-16,action_error,1.741861189847285e-16,2.2773805633336544e-17
base,confounded,neural_approximation_error,0.0,0.1,0.03180235129880547,0.1310350834041376,0.1448494510621603,,,,-0.011696316008909413,-0.1448494510621603,logger2_heavy,2,78,,0.07675796014806285,action_error,0.04382128122927568,-0.0005363323551015007
base,confounded,total_neural_do_error,0.0,0.1,0.03180235129880547,0.1310350834041376,0.1448494510621603,,,,-0.011696316008909413,-0.1448494510621603,logger2_heavy,2,78,,0.07675796014806285,action_error,0.04382128122927567,-0.0005363323551014779
plus,confounded,population_causal_bias,0.0,0.1,0.04444444444444446,0.044444444444445175,0.044444444444445175,,,,0.04444444444444429,0.04444444444444384,logger2_heavy,2,78,,0.04444444444444473,action_error,0.04444444444444445,0.04444444444444446
plus,confounded,neural_approximation_error,0.0,0.1,0.03468757082543288,0.11430914305780338,0.1517613822500663,,,,-0.02118488988350531,-0.1517613822500663,logger2_heavy,2,78,,0.07296488559243762,action_error,0.044055554592073595,-0.014156085337788461
plus,confounded,total_neural_do_error,0.0,0.1,0.03869837793614928,0.15875358750224766,0.15875358750224766,,,,0.023259554560939255,-0.10731693780562201,logger2_heavy,2,78,,0.08348609543304963,action_error,0.05155464902119092,0.030288359106655997
minus,independent_latents,population_causal_bias,0.0,0.1,2.1492779066461364e-16,8.881784197001252e-16,8.881784197001252e-16,,,,0.0,-4.440892098500626e-16,logger1_heavy,0,78,,4.440892098500626e-16,action_error,3.1527406848330565e-16,2.0354088784794536e-16
minus,independent_latents,neural_approximation_error,0.0,0.1,0.020107321470433863,0.07693315510113763,0.07693315510113763,,,,-0.004359154942477517,-0.0715731443511709,logger1_heavy,0,78,,0.052864278789589526,action_error,0.027615753118164024,-0.002238222004450936
minus,independent_latents,total_neural_do_error,0.0,0.1,0.020107321470433846,0.07693315510113807,0.07693315510113807,,,,-0.004359154942477517,-0.0715731443511709,logger1_heavy,0,78,,0.052864278789589526,action_error,0.02761575311816403,-0.0022382220044507325
base,independent_latents,population_causal_bias,0.0,0.1,6.832141690000964e-17,4.440892098500626e-16,4.440892098500626e-16,,,,0.0,-4.440892098500626e-16,logger1_heavy,0,78,,4.440892098500626e-16,action_error,1.741861189847285e-16,2.2773805633336544e-17
base,independent_latents,neural_approximation_error,0.0,0.1,0.018635047566479192,0.07586535849078935,0.07586535849078935,,,,-0.0005417820616280267,-0.06654246219697146,logger1_heavy,0,78,,0.051681297414271556,action_error,0.02613388495558702,-0.0010428118810896525
base,independent_latents,total_neural_do_error,0.0,0.1,0.018635047566479192,0.07586535849078935,0.07586535849078935,,,,-0.0005417820616280267,-0.06654246219697146,logger1_heavy,0,78,,0.051681297414271424,action_error,0.026133884955587015,-0.0010428118810896297
plus,independent_latents,population_causal_bias,0.0,0.1,2.50511861966702e-16,8.881784197001252e-16,8.881784197001252e-16,,,,1.6653345369377348e-16,-4.440892098500626e-16,logger1_heavy,0,78,,4.440892098500626e-16,action_error,3.586535475322008e-16,2.277380563333654e-16
plus,independent_latents,neural_approximation_error,0.0,0.1,0.01942030433107585,0.0790677965677351,0.0790677965677351,,,,-0.0004773797310349548,-0.06395974102589186,logger1_heavy,0,78,,0.04540878989388925,action_error,0.026377410726526482,0.0006853834369642905
plus,independent_latents,total_neural_do_error,0.0,0.1,0.01942030433107586,0.07906779656773555,0.07906779656773555,,,,-0.00047737973103467723,-0.06395974102589097,logger1_heavy,0,78,,0.04540878989388895,action_error,0.02637741072652649,0.0006853834369645182
minus,independent_latents,population_causal_bias,0.0,0.1,2.1492779066461364e-16,8.881784197001252e-16,8.881784197001252e-16,,,,0.0,-4.440892098500626e-16,logger1_heavy,1,78,,4.440892098500626e-16,action_error,3.1527406848330565e-16,2.0354088784794536e-16
minus,independent_latents,neural_approximation_error,0.0,0.1,0.028473932549760165,0.10958366120695784,0.26917836368452086,,,,0.0022233172824792646,-0.26917836368452086,logger1_heavy,1,78,,0.061725192244181666,action_error,0.04902272911144931,-0.0030677796321409334
