setting,source_count,lambda_reward,condition,seed,method,calibration_budget,calibration_replicate,selected_rank,do_mae,do_rmse,signed_bias,top_set_disagreement,strict_flip,mean_regret,worst_tie_mean_regret,conditional_mean_regret,p90_regret,max_regret,top_1pct_regret_contribution
M2_diverse,2,0.0,confounded,2,MSCSC_source_shuffle,16,2,0,0.029801163449028053,0.04955651646904937,0.0007300114004934288,0.6233766233766234,0.6233766233766234,0.0017603958645207045,0.0017603958645207045,0.002823968366001963,0.004871656134941478,0.007044185483968679,0.05196724793950665
M2_diverse,2,0.0,confounded,2,MSCSC_source_shuffle,64,2,0,0.02910683900172143,0.04901392098730639,-0.0012235792554183026,0.35064935064935066,0.35064935064935066,0.0016328979371132647,0.0016328979371132647,0.004656783005841532,0.005170703203119409,0.013251966247791458,0.1053975596709861
M2_diverse,2,0.0,confounded,2,MSCSC_source_shuffle,16,3,1,0.06203280317842575,0.10240653625049635,-0.013367733334055703,0.16883116883116883,0.16883116883116883,0.0006659809443972772,0.0006659809443972772,0.003944656362968488,0.003050887499935412,0.011505416024836235,0.22436225629663287
M2_diverse,2,0.0,confounded,2,MSCSC_source_shuffle,64,3,0,0.029264924053939174,0.049048990870468136,0.0014015146622357148,0.33766233766233766,0.33766233766233766,0.001597507406832624,0.001597507406832624,0.004731079627927386,0.005170703203119409,0.013251966247791458,0.10773249440185992
M2_diverse,2,0.0,confounded,2,MSCSC_source_shuffle,16,4,0,0.05709731079828507,0.07592280380171487,-0.04026217175499023,0.987012987012987,0.987012987012987,0.0030112639244249213,0.0030112639244249213,0.0030508858181673543,0.006269755787305798,0.0072405946980955704,0.031227318407775474
M2_diverse,2,0.0,confounded,2,MSCSC_source_shuffle,64,4,0,0.03375579673546063,0.05206321360843647,-0.003943645390654196,0.987012987012987,0.987012987012987,0.0030112639244249213,0.0030112639244249213,0.0030508858181673543,0.006269755787305798,0.0072405946980955704,0.031227318407775474
M2_diverse,2,0.01,confounded,0,pooled_rank0,16,0,0,0.029203220322669497,0.041309597535272614,0.002997059468698171,0.2077922077922078,0.2077922077922078,0.0005503836091142676,0.0005503836091142676,0.0026487211188624127,0.0022694600169725046,0.011505416024836235,0.2714851693639619
M2_diverse,2,0.01,confounded,0,pooled_rank0,64,0,0,0.028088252292170154,0.04030739819129338,-0.010908497502162379,0.6363636363636364,0.6363636363636364,0.00287919349388848,0.00287919349388848,0.004524446918967611,0.006365493949281833,0.013251966247791458,0.05977488422672559
M2_diverse,2,0.01,confounded,0,pooled_rank0,16,1,0,0.030288203354285344,0.04221265966144277,-0.013863531572018977,0.987012987012987,0.987012987012987,0.0031387182139119654,0.0031387182139119654,0.003180017137779228,0.006269755787305798,0.0072405946980955704,0.029959267117727315
M2_diverse,2,0.01,confounded,0,pooled_rank0,64,1,0,0.028608059009623665,0.04067615826437763,-0.012435425940415005,0.2597402597402597,0.2597402597402597,0.0011786508653770771,0.0011786508653770771,0.004537805831701746,0.004828558340907744,0.013251966247791458,0.1460173345806399
M2_diverse,2,0.01,confounded,0,pooled_rank0,16,2,0,0.037258701566837554,0.049886886306950595,-0.012849209529553785,0.7662337662337663,0.7662337662337663,0.0024159712229661428,0.0024159712229661428,0.0031530471892947964,0.006194578235403725,0.0072405946980955704,0.038921695955640254
M2_diverse,2,0.01,confounded,0,pooled_rank0,64,2,0,0.02975758833224229,0.04163654795215052,-0.014434810466465381,0.2077922077922078,0.2077922077922078,0.0008906632775978957,0.0008906632775978957,0.004286317023439873,0.003710348225556005,0.011505416024836235,0.1677637229397416
