kappa,lambda_reward,condition,mixture,seed,method,diagnostic,latent,value,posterior_entropy,reward_mode_separation,latent_collapse,logger_id,action
0.0,0.0,confounded,logger1_heavy,2,source_shuffle,behavior_probability,1,0.40730756521224976,0.1123211681842804,0.006567785050719976,False,2,plus
0.0,0.0,confounded,logger1_heavy,2,no_behavior,prior,0,0.9289470911026001,0.25635406374931335,0.0056245834566652775,False,,
0.0,0.0,confounded,logger1_heavy,2,no_behavior,prior,1,0.0710529312491417,0.25635406374931335,0.0056245834566652775,False,,
0.0,0.0,confounded,logger1_heavy,2,source_dependent_reward,prior,0,0.00698321545496583,0.041625119745731354,0.006890077609568834,True,,
0.0,0.0,confounded,logger1_heavy,2,source_dependent_reward,prior,1,0.9930168390274048,0.041625119745731354,0.006890077609568834,True,,
0.0,0.0,confounded,logger1_heavy,2,source_dependent_reward,behavior_probability,0,0.4358724355697632,0.041625119745731354,0.006890077609568834,True,0,minus
0.0,0.0,confounded,logger1_heavy,2,source_dependent_reward,behavior_probability,0,0.13325558602809906,0.041625119745731354,0.006890077609568834,True,0,base
0.0,0.0,confounded,logger1_heavy,2,source_dependent_reward,behavior_probability,0,0.43087199330329895,0.041625119745731354,0.006890077609568834,True,0,plus
0.0,0.0,confounded,logger1_heavy,2,source_dependent_reward,behavior_probability,1,0.4888952076435089,0.041625119745731354,0.006890077609568834,True,0,minus
0.0,0.0,confounded,logger1_heavy,2,source_dependent_reward,behavior_probability,1,0.0187945868819952,0.041625119745731354,0.006890077609568834,True,0,base
0.0,0.0,confounded,logger1_heavy,2,source_dependent_reward,behavior_probability,1,0.49231016635894775,0.041625119745731354,0.006890077609568834,True,0,plus
0.0,0.0,confounded,logger1_heavy,2,source_dependent_reward,behavior_probability,0,0.43098801374435425,0.041625119745731354,0.006890077609568834,True,1,minus
0.0,0.0,confounded,logger1_heavy,2,source_dependent_reward,behavior_probability,0,0.13248655200004578,0.041625119745731354,0.006890077609568834,True,1,base
0.0,0.0,confounded,logger1_heavy,2,source_dependent_reward,behavior_probability,0,0.4365253746509552,0.041625119745731354,0.006890077609568834,True,1,plus
0.0,0.0,confounded,logger1_heavy,2,source_dependent_reward,behavior_probability,1,0.4878057539463043,0.041625119745731354,0.006890077609568834,True,1,minus
0.0,0.0,confounded,logger1_heavy,2,source_dependent_reward,behavior_probability,1,0.0180217195302248,0.041625119745731354,0.006890077609568834,True,1,base
0.0,0.0,confounded,logger1_heavy,2,source_dependent_reward,behavior_probability,1,0.49417251348495483,0.041625119745731354,0.006890077609568834,True,1,plus
0.0,0.0,confounded,logger1_heavy,2,source_dependent_reward,behavior_probability,0,0.1863851249217987,0.041625119745731354,0.006890077609568834,True,2,minus
0.0,0.0,confounded,logger1_heavy,2,source_dependent_reward,behavior_probability,0,0.6272297501564026,0.041625119745731354,0.006890077609568834,True,2,base
0.0,0.0,confounded,logger1_heavy,2,source_dependent_reward,behavior_probability,0,0.1863851249217987,0.041625119745731354,0.006890077609568834,True,2,plus
0.0,0.0,confounded,logger1_heavy,2,source_dependent_reward,behavior_probability,1,0.02192157506942749,0.041625119745731354,0.006890077609568834,True,2,minus
0.0,0.0,confounded,logger1_heavy,2,source_dependent_reward,behavior_probability,1,0.956156849861145,0.041625119745731354,0.006890077609568834,True,2,base
0.0,0.0,confounded,logger1_heavy,2,source_dependent_reward,behavior_probability,1,0.02192157506942749,0.041625119745731354,0.006890077609568834,True,2,plus
0.0,0.0,confounded,logger1_heavy,3,mechanism_separated,prior,0,0.006727078929543495,0.04035067558288574,0.006069841329008341,True,,
0.0,0.0,confounded,logger1_heavy,3,mechanism_separated,prior,1,0.9932729005813599,0.04035067558288574,0.006069841329008341,True,,
0.0,0.0,confounded,logger1_heavy,3,mechanism_separated,behavior_probability,0,0.4362298846244812,0.04035067558288574,0.006069841329008341,True,0,minus
