kappa,lambda_reward,condition,mixture,seed,alpha,validation_nll,train_fitted_log_scale,do_mae,rank_error,mean_regret
0.0,0.05,confounded,logger12_balanced,2,0.25,-0.9541880803073087,-3.082180716252923,0.0123487216719155,0.23300970873786409,0.0008305668460323061
0.0,0.05,confounded,logger12_balanced,2,0.5,-1.0324964436147928,-3.3904687327426117,0.0123487216719155,0.23300970873786409,0.0008305668460323061
0.0,0.05,confounded,logger12_balanced,2,0.75,-1.1760502524515801,-4.095074163928193,0.0123487216719155,0.23300970873786409,0.0008305668460323061
0.0,0.05,confounded,logger12_balanced,2,1.0,-1.1145144836846659,-4.526053906182854,0.0123487216719155,0.23300970873786409,0.0008305668460323061
0.0,0.05,confounded,logger12_balanced,3,0.0,-0.888717276379472,-2.9847954937842602,0.010450370423511721,0.23624595469255663,0.000859033682470162
0.0,0.05,confounded,logger12_balanced,3,0.1,-0.9193340831884808,-3.0231313008432923,0.010450370423511721,0.23624595469255663,0.000859033682470162
0.0,0.05,confounded,logger12_balanced,3,0.25,-0.9640764214900083,-3.0993364967642965,0.010450370423511721,0.23624595469255663,0.000859033682470162
0.0,0.05,confounded,logger12_balanced,3,0.5,-1.0360968538722108,-3.460732377746521,0.010450370423511721,0.23624595469255663,0.000859033682470162
0.0,0.05,confounded,logger12_balanced,3,0.75,-1.174892531782757,-4.217091057302197,0.010450370423511721,0.23624595469255663,0.000859033682470162
0.0,0.05,confounded,logger12_balanced,3,1.0,-0.6782626649798164,-4.824296209680362,0.010450370423511721,0.23624595469255663,0.000859033682470162
0.0,0.05,confounded,logger12_balanced,4,0.0,-0.8883646512140865,-2.986371632388653,0.012244327294492386,0.3300970873786408,0.0012932714164640812
0.0,0.05,confounded,logger12_balanced,4,0.1,-0.9170955677441365,-3.022690735750105,0.012244327294492386,0.3300970873786408,0.0012932714164640812
0.0,0.05,confounded,logger12_balanced,4,0.25,-0.958692595349825,-3.0942387972984355,0.012244327294492386,0.3300970873786408,0.0012932714164640812
0.0,0.05,confounded,logger12_balanced,4,0.5,-1.0237242743488242,-3.3976780582825983,0.01224432729449239,0.3300970873786408,0.0012932714164640812
0.0,0.05,confounded,logger12_balanced,4,0.75,-1.1281013362110295,-4.105591066530419,0.012244327294492386,0.3300970873786408,0.0012932714164640812
0.0,0.05,confounded,logger12_balanced,4,1.0,-1.0227680977282902,-4.582410755150684,0.012244327294492386,0.3300970873786408,0.0012932714164640812
0.0,0.1,confounded,logger12_balanced,0,0.0,-0.24169774507816538,-2.29779376568224,0.012201072364652047,0.1941747572815534,0.0006438608547406988
0.0,0.1,confounded,logger12_balanced,0,0.1,-0.2757588785165517,-2.3365377245086316,0.012201072364652047,0.1941747572815534,0.0006438608547406988
0.0,0.1,confounded,logger12_balanced,0,0.25,-0.32679930752100983,-2.4138426716662456,0.012201072364652047,0.1941747572815534,0.0006438608547406988
0.0,0.1,confounded,logger12_balanced,0,0.5,-0.4420061596693097,-2.8091996370595647,0.012201072364652047,0.1941747572815534,0.0006438608547406988
0.0,0.1,confounded,logger12_balanced,0,0.75,-0.8970180100973171,-3.607142668055395,0.012201072364652047,0.1941747572815534,0.0006438608547406988
0.0,0.1,confounded,logger12_balanced,0,1.0,-0.8161184468949403,-4.555142112642732,0.012201072364652047,0.1941747572815534,0.0006438608547406988
0.0,0.1,confounded,logger12_balanced,1,0.0,-0.23984061518576935,-2.2985237318755023,0.01171155947166018,0.2297734627831715,0.0010338059720287685
