kappa,lambda_reward,variant,metric,n_seeds,mean,sd,min,max,ci95_low,ci95_high,inferential_unit
0.0,0.005,current_random_init,rank_error,5,0.4588996763754046,0.037420296490776085,0.4110032362459547,0.511326860841424,0.4124362414206972,0.505363111330112,model_seed
0.0,0.005,current_random_init,reward_mode_separation,5,0.006958946839940787,0.0004849026593832815,0.006394339930742144,0.007525473569257977,0.006356860665151303,0.007561033014730271,model_seed
0.0,0.005,current_random_init,validation_nll,5,-1.275511622428894,0.017554887537014865,-1.3024506568908691,-1.2591699361801147,-1.2973088942761213,-1.2537143505816668,model_seed
0.0,0.005,oracle_compatible_plugin,behavior_table_mae,5,6.623182749422238e-09,0.0,6.623182749422238e-09,6.623182749422238e-09,6.623182749422238e-09,6.623182749422238e-09,model_seed
0.0,0.005,oracle_compatible_plugin,do_mae,5,0.012493494535835436,0.0018627406820588882,0.00998001255876052,0.01521865993448631,0.010180596492933385,0.014806392578737487,model_seed
0.0,0.005,oracle_compatible_plugin,latent_collapse,5,0.0,0.0,0.0,0.0,0.0,0.0,model_seed
0.0,0.005,oracle_compatible_plugin,mean_regret,5,0.0009140722199186928,0.00036493155734531213,0.0006175719986957735,0.00152202645164406,0.0004609498433545854,0.0013671945964828002,model_seed
0.0,0.005,oracle_compatible_plugin,rank_error,5,0.2543689320388349,0.0685977276894307,0.1941747572815534,0.36893203883495146,0.1691936032082832,0.33954426086938666,model_seed
0.0,0.005,oracle_compatible_plugin,reward_mode_separation,5,0.010941181985574118,0.0007801703048779965,0.010045978847445756,0.012184486807784847,0.009972472605539453,0.011909891365608783,model_seed
0.0,0.005,oracle_compatible_plugin,validation_nll,5,-1.234424352645874,0.008229286299661622,-1.2442845106124878,-1.222971796989441,-1.2446423611750754,-1.2242063441166726,model_seed
0.0,0.005,oracle_initialized_joint,behavior_table_mae,5,0.003163890160233823,0.0010117419260254308,0.0016543948820357975,0.0042927231230103936,0.0019076466352147075,0.004420133685252939,model_seed
0.0,0.005,oracle_initialized_joint,do_mae,5,0.011423246889636411,0.0013110507469223413,0.009804771996462342,0.012953380901900008,0.009795362377364782,0.01305113140190804,model_seed
0.0,0.005,oracle_initialized_joint,latent_collapse,5,0.0,0.0,0.0,0.0,0.0,0.0,model_seed
